term,course,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17_charge,q17,q18_charge,q18,q19_charge,q19
15-16_SP,MA242,5,4,4,2,3,4,4,4,3,4,4,4,4,4,4,3,2,His openness during his office hours.,0,"If you could reduce each homework assignment that would be lovely. After the homework for the new content is reduced, you could then make a separate WebAssign Assignment which is completely review . I think this is a great idea, bemuse it keeps all content and information fresh in the student's mind.  Also make sure people have their backpacks on the ground, because some students used their phones during last semester's final and it really pissed me off.",0,
15-16_SP,MA242,5,4,3,3,5,5,5,3,4,4,5,5,5,5,5,5,2,Professor Briggs was always available to answer our questions in the classroom setting or in his office hours.,-1,"His exams are more difficult than the class material.  Although they reflect the material, they were more difficult than the time allowed leaving us in a situation where our grades are negatively affected.",1,Good class.
15-16_SP,MA242,5,3,3,3,3,5,1,3,4,4,4,3,4,4,5,3,1,His knowledge of the subject.,-3,"Teach the material. Throwing examples on the board is cool once we know what we're doing, but until then, its more confusing and frustrating.",-3,You say struggling is part of learning but struggling over something I've seen that day for the first time without being taught it seems counterproductive.
15-16_SP,MA242,5,4,4,3,5,5,4,3,2,4,5,5,5,5,5,4,3,"The homework, while many of them, were helpful in further understanding the material. Your class was my favorite because it always challenged me to think and I almost always learned something new.",-1,"Your tests are a little too tricky. For the first test we discussed all of the covered material. However, you did not go over how to ""think"" when going about problems like we had. For the amount of time given it was too short to think that much.",0,
15-16_SP,MA242,5,5,4,1,2,3,3,5,3,5,5,3,3,3,4,2,2,"i really liked how once a week, we would work on problems in class and he would go over them at the end",-2,introduce the material with basic questions instead of going right to the difficult ones. its hard to do the difficult questions if we don't understand the basic concept. it is hard to know what your grade is in this class because the tests are hard and he curves at the end. classes should be passable without a large curve at the end,0,
15-16_SP,MA242,5,3,3,3,3,4,3,4,3,4,5,4,4,4,5,3,2,Prof. Briggs is very well versed in his subject and knows his course material by heart. He is also very patient when answering questions and helping students understand the material.,-1,"The notes could be a bit more in depth. The instructor tends to skip steps when doing examples and jump to conclusions without fully explaining why or how he got to the answer. He also focuses his course on challenging the student, which is fine, but this leads to lower grades. While he makes up for this by lowering what passing would be, since he realizes that his material is harder than normal, it doesn't help the students GPA or their confidence in their knowledge of the material. Even though I met average in the class, just looking at the grades, it felt to me that I was doing horribly, and I know some of my classmates felt the same. Maybe the challenging course material and questions should come in a different course, or at least not be integrated into the notes, which are the first time the students are being introduced to the concepts.",0,None.
15-16_SP,MA242,5,1,4,3,3,4,2,4,,4,2,2,4,4,4,2,0,N/A,0,N/A,0,N/A
15-16_SP,MA242,5,4,3,2,3,4,4,4,2,4,4,5,5,4,4,4,3,"He would take time to address individual questions on a personal/individual basis. If you were struggling with something, he was more than happy to help walk you through every part of the problem while still challenging you to think critically. He was very welcoming and encouraged students to come to his office hours.",-1,He needs to have a clear echelon in his lessons. It would be nice to have some book reading assigned as well so that we have another clear resource to learn the material from. There needs to be a clearer expectation of knowledge of the material.,-1,"Love his teaching style and how he interacts with students. However, I would have had more success in the course if he clearly lined out what us students needed to know for exams."
15-16_SP,MA242,5,3,3,2,2,3,2,1,3,4,3,2,3,3,4,2,0,,0,,0,
15-16_SP,MA242,5,4,4,4,5,4,4,5,2,4,4,5,5,5,5,4,2,"Dr. Briggs chooses his words carefully, and it benefits the students.",-1,The current homework system does not complement Dr. Briggs teaching style or tests.,0,
15-16_SP,MA242,5,4,2,2,4,3,4,3,,4,3,3,4,4,3,4,0,,0,,0,"-I like when you had a student demonstrate the problem, instead of yourself, because he demonstrated it a more relate-able way."
15-16_SP,MA242,5,3,4,3,3,5,3,3,4,4,5,5,5,5,4,4,2,"Doing the example questions that were in the book, but showing us tips and tricks that will help the class out when solving the problem.",-2,Show all the steps to a problem and do not skip steps since it can cause students to get lost.,2,Such a chill dude.
15-16_SP,MA242,5,3,3,3,4,5,3,4,3,5,5,5,5,5,5,4,0,,0,,0,
15-16_SP,MA242,5,2,2,2,2,4,3,4,,4,3,4,5,5,5,4,3,Very passionate about what he teaches. Relates mathematics to the thinking process necessary to complete the problems at hand.,-2,I feel that the professor expects us to be on the same level of mathematical ability and understanding as him in order to perform well on his tests.,1,As a student I could have put much more effort into understanding the material and attending office hours.
15-16_SP,MA242,5,4,4,2,3,5,4,4,4,3,3,4,5,5,5,4,0,,0,,0,
15-16_SP,MA242,5,4,3,3,3,5,5,3,3,5,5,5,5,5,5,5,3,Always available to help after hours. if you didn't understand something he would re-phrase or teach it to you so that you do understand.,1,none,0,
15-16_SP,MA242,5,2,5,2,2,5,3,2,3,5,4,5,5,5,5,4,2,He was able to clearly articulate the things we needed to know.,0,,-2,The tests and amount of homework are very difficult and disproportionate to the examples given.
15-16_SP,MA242,5,5,4,4,4,5,,4,4,4,5,5,5,5,5,5,3,Great in office hours. Awesome person and incredible smart. Able to tailor examples to show different methods to problems and make the material understandable.,-1,Don't skip steps,0,
15-16_SP,MA242,5,3,3,3,3,4,4,4,3,4,4,4,4,4,4,,3,The instructor's style was very helpful especially when learning new topics. The instructor would use a step-like method introducing new ideas that eventually lead up to the overall idea. He would also keep it interesting and at times funny to help keep students engaged.,0,,2,Professor Briggs is a very proficient instructor.
15-16_SP,MA242,5,3,3,3,4,5,4,4,3,3,3,4,4,4,4,5,0,,0,,0,
15-16_SP,MA242,5,4,4,3,3,4,4,5,1,5,4,4,4,4,4,3,3,"His knowledge and curiosity of the material. For example, some times he would go on a mathematical tangent based on what we are going over so he still covered the material also intriguing the students.",-1,when answering question explain steps. as well as examples in the class. sometimes he would skip a step or two so some of us would get lost.,0,none
15-16_SU_A,MA222,5,2,3,3,2,3,3,3,2,3,3,3,3,2,2,2,0,,0,,0,
15-16_SU_A,MA222,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,Very knowledgeable. He has a unique teaching style that really catches your attention. He can be humorous which keeps the class engaged.,0,Would be nice if the homework aligned a bit more with the classroom work however it is no big deal. The homework got completed.,2,Shows passion for math and as a math loving person it has been a highly enjoyed course.
15-16_SU_A,MA222,3,4,4,3,4,3,3,4,3,3,4,4,4,4,4,3,0,,0,,0,
15-16_SU_A,MA222,5,4,3,2,3,5,2,5,5,2,3,4,5,5,5,3,0,,0,,0,
15-16_SU_A,MA222,5,5,2,2,4,5,4,5,3,4,5,5,5,5,5,3,0,,0,,0,
15-16_SU_A,MA222,5,4,1,4,4,4,5,5,5,5,5,5,5,5,5,5,1,Many many examples.,1,None,0,
15-16_SU_A,MA222,5,3,2,2,3,5,4,4,4,4,4,5,5,5,5,4,0,,0,,0,
15-16_SU_A,MA222,5,4,1,1,3,4,4,4,,4,5,5,5,5,4,4,2,I liked that Dr. Briggs made sure no one was left behind class. He always gave the class time to ask any questions if the material wasn't understood.,3,Great professor!,3,Dr. Briggs is a genius! His math skills are phenomenal!
15-16_SU_A,MA222,5,4,1,3,4,5,5,5,5,4,5,5,5,5,5,4,1,Clear descriptions and explanations in lecture.,0,,0,
15-16_SU_A,MA222,5,4,2,3,4,4,4,4,2,4,4,4,4,4,4,4,0,,0,,0,
15-16_SU_A,MA222,5,4,3,2,4,4,3,4,,4,4,4,2,5,3,3,0,,0,,0,
15-16_SU_A,MA412,5,5,4,2,4,4,4,5,4,4,4,4,4,5,5,4,0,,0,,0,
15-16_SU_A,MA412,5,4,2,2,3,3,2,3,1,2,4,4,4,3,4,2,1,Clarity when asked a questions regarding the material being covered during the lecture.,-1,Creating in class examples on the board. I felt like the examples were just taken directly from the book. I think it would of helped more if more examples were created by the professor because the examinations were said to be created from scratch.,0,"I really dislike the online homework. Most classes have written assignments which in my opinion help the students learn more. The online homework never gives partial credit. and gives you a flat zero score even if one small error was made. I think it also better to have written homework because that way the communication between teacher and student is more present because of the teacher giving direct feedback on the students work when handed back. Overall, the class was not too bad but I think could have been better. Great job for teaching the class for the first time!"
15-16_SU_A,MA412,4,4,,3,4,4,4,4,4,5,5,5,4,4,4,4,1,The examples done i class.,2,"Considering this was Dr.Briggs's first time teaching MA412, I think he did very well. While there were stumbles and mistakes, he corrected them after a brief period of time. Over time, if Briggs would continue to teach MA412, I think he would be a great professor for it.",0,
15-16_SU_A,MA412,4,4,4,3,5,5,5,5,,5,5,5,5,4,5,5,2,"I enjoyed the construct of the class, and I learned the material very well because the professor had keene knowledge in the subject and was able to explain the material very well.",0,"The problems in notes through me off a few times, but they were caught in class so not to big of a deal.",3,"One of my favorite instructors, because the instructor is down to earth and is always willing to work with you."
15-16_SU_A,MA412,5,5,3,3,4,4,5,5,3,4,5,5,5,4,5,5,0,,0,,0,
15-16_SU_A,MA412,5,4,4,4,4,4,4,4,3,4,5,5,5,5,5,4,3,Dr. Briggs was always eager for us to ask questions and provided helpful answers. He also made himself readily available for office hours for additional questions.,2,"This was Dr. Briggs' first time teaching MA412, and that did show a little bit. That said, I believe that, were he to teach it in the future, that the initial bumps will be ironed out and the result would be a great course. I can comfortably say that my experience with Dr. Briggs has been significantly more enjoyable and informative than the those other students have had with other MA412 professors.",2,Thank you for a great summer term!
15-16_SU_A,MA435,5,3,3,2,3,5,5,5,5,5,5,5,5,5,5,5,3,"He interacts with the students and assesses what needs to be focused on based upon our current educational needs. He has a well prepared lesson plan each day and an established course outline, but will deviate from this on an ""as-needed"" basis. He is truly focused on how we as students receive and process the material instead of just getting through the lesson plan and moving on like many professors do. He is also available to help us outside of class even on weekends and encourages us to take advantage of this opportunity for extra help and guidance. This being my last class I need to graduate, I have interacted with many professors and he is definitely one of the most available and helpful professors that I have encountered. It is very apparent that he wants all of his students to succeed and will go out of his way to ensure that we do. He also has the ability, it seems, to put himself mentally in the students ""shoes"" to better explain the material to us. He uses examples and explains many things in multiple ways especially if the matter is particularly difficult or confusing. I suspect this material, being very abstract in nature, is difficult to teach effectively and requires a delicate and thought out process to do so. With that being said, Dr. Briggs is a very effective professor, he knows the material very well and seems to do all the right things to help us understand this abstract material and that is impressive and worthy of a raise!",-1,"This is subjective and is definitely more of an issue with myself and my own social behavior/intricacies, however, it may be something to consider and somewhat constructive and I am aware that this is where the value lies in these evaluations. Anyways, I can find the professor to be a bit intimidating and difficult to approach/talk to at times, It is likely because of how I present myself in the first place and how stressed and anxious I am. when I make eye contact with someone my mind tends to focus on the possible thoughts/perceptions they may be having about different aspects of our interaction or myself personally or any random thing instead of processing what they are actually saying to me. Because of this, I often do not respond well and find it difficult to support a constructive conversation. It is different with different people and it just so happens that I am uncomfortable with Dr. Briggs and this sounds really awful, but I hope this is not taken the wrong way because I have a lot of respect for him and think he is a super awesome and caring guy as well as an outstanding professor.",0,
15-16_SU_A,MA435,5,3,4,2,4,5,4,5,4,5,5,5,5,5,5,5,3,"Dr. Briggs surprised me in his friendliness and willingness to help in my understanding the material. His clear lecture notes and flexibility in ways of describing the concepts made the topics much more accessible.  He was always willing to go back to a previous example if it needed further explaining. Though sometimes he did it begrudgingly, he was even willing to explain concepts that were well below the level of expectation for the class (like a quick refresher on prime factorization when talking about relative primes). His eagerness to promptly provide feedback on homework in preparation for exams was also appreciated. His grading policy, for this class in particular, is perfect. The grading structure was more than fair, and balanced just well enough to make the class passable (if you put in the work) while remaining very challenging.  It was nice when he'd show a proof on a ""heavy"" concept and then allow a few extra moments for us to chew on it while we formulated questions, I think this was important in many cases for patching up holes in my understanding of certain topics as he presented them.",-1,"The only thing I wish he would have done a bit more was ""narrate"" (if you will) what he was doing while he was doing it, rather than writing out the proof and THEN explaining what he did. Though I feel this was a way to probe the class to make sure we were understanding, there were times I'd wished he'd have spent more time on the proof or steps of the proof. For most of the lemmas and corollaries this wasn't necessary, just on some of the more intricate proofs.",3,"Dr. Briggs is awesome! Very clear and precise.  He's one of the only math professors whose office hours I have actually frequented, I don't know whether to attribute that to his approachability or to the difficult subject material (probably both)."
15-16_SU_A,MA435,5,3,2,3,4,5,5,5,3,4,4,4,4,4,5,5,3,Definitely responded to questions very well and clearly up any confusion.,-1,I would've liked to see more examples that would help us on the homework.,3,"Great guy, too bad this will probably be my last class with him :("
15-16_SU_A,MA435,5,5,5,5,5,4,4,4,4,5,5,5,5,4,4,4,2,always available to answer questions - whether during office hours or through email.,-1,sometimes the homework questions assigned were not too clear in what was expected.,2,great instructor!
15-16_SU_A,MA435,5,4,4,3,4,4,4,4,,4,4,4,4,4,4,4,3,"He would always be helpful in his office hours ready to answer question we had. He also was very helpful in class making sure we understood the material we were learning. He liked to make sure we asked questions if we had something we did not understand, which I found helpful.",0,"Nothing, I can think of at the moment.",2,"I enjoyed this class, I learned a lot. I thought Dr. Briggs was very helpful and taught the class well."
16-17_FA,MA241,5,3,3,3,4,5,4,4,4,4,5,4,5,5,5,4,3,"He is very smart and makes class fun. He knows how to help students when they need so. The way his class is set up is helpful also, because he does a long study period for his Tuesday/Thursday class.",-1,"Sometimes, the test are quite hard and might be a little to hard to truly comprehend.",0,
16-17_FA,MA241,5,4,3,3,3,4,5,4,3,5,4,5,5,5,5,4,0,,0,,0,
16-17_FA,MA241,5,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,0,,0,,2,He's a really good teacher
16-17_FA,MA241,5,3,3,2,3,4,5,4,3,4,5,5,5,5,5,5,3,"Extremely knowledgeable and interested, as well as patient and effective at communicating",-1,Maybe slow down a little for the slower learners.  Easier tests would be nice.,0,
16-17_FA,MA241,5,3,4,3,3,4,3,4,,3,4,4,5,,5,3,0,,0,,0,
16-17_FA,MA241,5,4,3,4,5,4,5,5,1,4,5,5,4,4,5,5,3,he's a fricking genius,0,,2,very helpful
16-17_FA,MA241,5,4,4,4,5,5,5,5,,3,4,5,5,5,5,4,0,N/A,0,N/A,0,N/A
16-17_FA,MA241,5,3,2,3,3,4,4,4,3,4,3,4,4,4,4,3,0,,0,,0,
16-17_FA,MA241,5,3,4,4,3,1,2,1,1,4,4,5,5,4,5,2,0,,0,,0,
16-17_FA,MA241,5,5,5,5,5,5,3,4,2,4,4,5,4,5,5,4,0,,0,,0,
16-17_FA,MA241,5,1,3,1,2,5,4,5,2,5,4,5,4,4,4,4,0,,0,,0,
16-17_FA,MA241,5,5,4,5,5,5,5,5,,5,5,5,5,5,5,5,3,"Dr. Briggs's enthusiasm for his subject allowed him to relate his topic to many real-life examples that made his class engaging, fast-paced, and informative.",0,,0,"The pace of the course is extremely fast and only so much time can be allocated to each topic. This makes the course very difficult for those first learning calculus. This is not a complaint, merely an observation of the relative difficulty of the course. A large portion of the stress caused by the class can be removed by seeing instructors during office hours, which I would recommend that the professors teaching this class more strongly encourage from the very beginning of the course."
16-17_FA,MA241,5,3,4,3,3,4,4,4,3,4,4,4,4,4,5,4,1,his expertise in the subject.,-1,"I would like to see more of the mental math done, or at least a commentary of what is happening between steps.",0,
16-17_FA,MA241,5,4,5,3,5,5,5,5,2,5,5,5,5,5,5,5,0,,0,,0,
16-17_FA,MA241,5,5,5,,2,5,4,5,,4,4,4,4,4,5,4,3,"he was always willing to help students after class, and he made it known to us. He is very enthusiastic about the subject which makes it more interesting for me as the student .",-1,sometimes he skips steps when doing problems and it makes it a little bit confusing and it takes me longer to understand what he is doing.,3,He is a great teacher and I really like his classes.
16-17_FA,MA241,5,5,5,,4,5,5,5,3,4,4,4,5,5,5,5,3,Taught in a very engaging and thought-provoking manner. Definitely knew the material and was able to help me to understand it as well.,0,None really.,0,"Unfortunately, many of his office hours were during my other classes, making it difficult for me to take advantage of them. Not really his fault though."
16-17_FA,MA241,5,1,3,3,3,4,3,4,4,4,4,4,3,4,4,3,0,,0,,0,
16-17_FA,MA241,5,5,5,4,5,5,5,4,3,5,5,5,5,5,5,5,2,Dr. Briggs walked us through problems that were equally difficult to the the ones on the test.,-1,The class needs more time to work on problems during the class time.,0,
16-17_FA,MA241,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1,The examples done on the board.,1,none,0,
16-17_FA,MA241,5,4,3,3,4,,4,4,3,4,4,4,4,4,5,5,2,-Simplified the material to make it more understandable. -Spoke in an interesting way i.e. not monotone,1,None,3,Briggs is awesome
16-17_FA,MA241,5,5,5,3,5,5,5,4,,5,5,5,5,5,5,5,3,"It is obvious Dr. Briggs is passionate about the subject and is eager to share with his students. Not only does he teach the materials well, but he gives examples that challenge students to apply relavent subjects. These examples also challenge students to see subjects from multiple, abstract perspectives.",-1,"The only improvement Dr. Briggs could make is to modify how he constructs his exams. Currently, he utilizes a random number generator to select exam questions. Even though his program does consider difficulty, it appears that his exams can be far more difficult for different sections.",3,"Dr. Briggs is a hard, wonderful, pleasant, and engaging professor. He is passionate about calculus and challenges his students to think differently and constructively. I am excited to have him instruct my next calculus course."
16-17_FA,MA241,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,0,,0,,0,
16-17_FA,MA241,5,5,5,4,5,5,5,5,3,4,5,5,5,5,5,5,3,Amazing teacher and very helpful with all assignments. Excited for class and wanted to be here.,0,,0,
16-17_FA,MA241,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,2,He always offers to help his students solve a calculus problem during his office hours if he doesn't have time during class to help the student.,1,I don't believe this professor needs to improve in any areas of his performance.,0,
16-17_FA,MA241,5,4,5,3,4,5,5,5,5,5,5,5,5,5,5,5,2,Had a large amount of knowledge and was open to helping students understand problems and worked them out.,2,Nothing at all.,0,Nothing else
16-17_FA,MA241,5,5,3,4,4,4,4,4,,4,4,3,5,5,5,4,0,,-1,Sometimes hard to approach,0,
16-17_FA,MA241,5,5,4,3,4,4,4,5,,4,4,5,5,5,5,4,2,Having all of the potential test questions prior to the exam made studying for exams much easier and more effective.,-1,"Showing all of the steps to every problem (even the algebra parts) would have been helpful because sometimes it is easy to get lost, even in the simple parts of the problem.",0,
16-17_FA,MA241,5,4,3,3,3,5,5,5,,5,5,5,5,5,5,5,1,Ability to effectively answer questions.,0,Homework program,0,
16-17_FA,MA241,5,5,4,4,5,4,4,4,3,4,4,5,5,4,5,5,0,,0,,2,Would definitely take his course again.
16-17_FA,MA241,5,5,4,4,4,3,3,3,3,3,5,4,5,5,5,4,0,,0,,-2,Tests are too hard
16-17_FA,MA241,5,5,4,3,4,5,5,5,,4,4,4,5,5,5,4,1,"Working through examples and then working them a different way, or at east saying they can be worked a different way.",0,,0,
16-17_FA,MA241,5,5,3,2,3,4,4,3,3,4,4,5,4,4,5,4,2,He's always willing to answer questions. Love how he can diverge on random topics. Bees that solved quadratics was a fun one.,-1,"Make the text bigger on Thursday practice problems. I want to sit with my friends in the back but I also want to see the questions! Also. three assignments on Thanksgiving break was a bit excessive, when the break lasts for less than a week. I had to do calc on Thanksgiving night.",0,"I think the total grade shown on Canvas needs to be accurate. I had an almost perfect A until midterm 3, which I completely flunked (13/50). I was extremely nervous about my grade until midterm 3 grades were uploaded. Canvas showed I still had a %93....so I breathed a sigh of relief before suspicion took over me. I checked the syllabus, and my grade should have dropped into the low Bs. I proceeded to re-inhale my sigh of relief. I appreciate the fact that the problems in the lecture notes are the ones he uses for the tests. I feel like I'm slightly better at doing math without calculators than I was during high school though, so that's nice."
16-17_FA,MA241,5,4,4,2,4,4,4,5,1,4,4,5,4,4,5,4,2,How much he practiced the problems with us.,-1,Skipped steps sometimes and confused me,0,N/A
16-17_FA,MA241,5,4,2,2,4,5,5,3,3,4,5,5,5,5,5,4,2,The example problems in class and the homework assignments really helped my learning,-2,"He was a great teacher and did great problems in class but when it came to the tests, the problems were sometimes twice as difficult as ever done in class and I could not figure out how to do them.",-1,"The tests were extremely difficult compared to problems and examples done in class and in the homework. Averages on the tests showed this to be true and my experience in the tests showed me this. He teaches very well and I feel like I understand the material well but when it comes to the tests, the questions are twice as difficult as taught."
16-17_FA,MA241,5,4,4,3,4,4,4,3,3,5,4,5,5,5,5,4,1,"doing the practice problems, and preparing for the test.",0,"The tests are really difficult but performance wise, No improvement",0,
16-17_FA,MA241,5,5,5,3,4,5,5,5,,5,5,5,5,5,5,5,3,Dr. Briggs was my favorite professor this semester. He did a great job explaining the material and was around a lot for office hours if students needed help. He gave the students the correct materials to do well in the class and made them responsible for their own actions. He made his tests tough but just tough enough that a student had to study to do well and not too tough that it was impossible. I enjoyed this class a lot.,0,Sometimes he did go a little fast but I understand that the class does have to continue on in order to reach all the material.,0,
16-17_FA,MA241,5,4,3,3,4,5,5,5,4,4,5,5,5,5,5,4,2,How professor Briggs put the lectures online and made them available since day one of the semester and pulled problems from the lecture notes for the tests.,1,I feel there is not an area for improvement.,2,I enjoyed being in the class because professor Briggs made you feel like even if you were not right when answering a in class question you still felt good in at least trying.
16-17_FA,MA241,5,4,4,3,4,4,4,5,,5,5,5,4,4,5,4,2,Patience and respect when a student is slow to understand a specific topic.,-1,Clarity of work presented (more detail shown when lecturing).,0,
16-17_FA,MA241,5,3,1,3,4,5,5,5,3,5,5,5,5,5,5,4,2,He had a wonderful knowledge and understanding for the subject.,1,NONE,0,
16-17_FA,MA241,5,5,3,4,5,4,5,5,3,3,4,4,5,5,5,5,3,"Dr. Briggs used several methods to show how a theorem was true, such as graphs of individual examples and proofs. He demonstrated multiple examples and how to evaluate them, including complex-looking problems which were not necessarily on the homework but which increased student confidence in their own grasp of the subject. Dr. Briggs also maintained student attention in a (comparatively) dry lecture by cracking an occasional joke or by talking about something completely unrelated. Along with keeping us responsive in an early morning class, these jokes and tangents created a more comfortable class environment and encouraged students to express themselves through asking questions or having conversations with Dr. Briggs after class.",0,"Perhaps Dr. Briggs could provide a list of suggested problems from the textbook to aid in understanding. Otherwise, there is nothing obvious which must be changed in the near future.",2,"Although I've taken AP Calculus AB in high school, I'm glad I took this class because it strengthened my understanding of the subject. I would also like to add that the premise of both the spider problem and the octopus tank optimization problem were cute and refreshing to see after solving many a fence optimization problem in AP Calc."
16-17_FA,MA241,5,5,5,2,5,5,5,5,,5,5,5,5,5,5,5,3,"Mr. Brigg's wide range of knowledge is something that has proved invaluable in this class; although most students would cite this as the reason for the tests being as difficult as they are, his talent is evident in the fact that his classes are the first to reach capacity as soon as registration begins. I have learned more in this math class than I have learned in any other, and the methods covered have proved exceptionally useful to the point where I have a completely new understanding of a subject matter that was entirely foreign to me before the semester began. The example problems along with the explanations and practice problems cover a wide variety of scenarios, each unique, that give one of the most comprehensive review of the material possible. His work is nothing short of exceptional.",0,None; I cannot fathom a response that requires improvement on his behalf.,3,"As a result of his frequent office hours and his willingness to teach, I have had the benefit of studying proof-based mathematics on the side, and his explanations of even the most abstract ideas (such as Banach-Tarsky paradoxes) have greatly interested me in the field. I am looking forward to studying with him next semester for Calc II in class, and for the fundamentals of Information Theory in my spare time. I cannot thank him enough for providing me with these opportunities. -""Banach-Tarsky, Banach-Tarsky"""
16-17_FA,MA241,5,5,4,2,5,5,5,5,4,5,5,5,5,5,5,5,0,,0,,0,
16-17_FA,MA241,5,4,5,4,4,5,5,5,,4,5,5,5,5,5,5,0,,0,,0,
16-17_FA,MA241,5,3,4,3,4,5,5,4,4,5,5,5,5,5,5,5,3,"Calculus is a subject that many quake and tremble in fear at the mention thereof; yet after nearly completing the course, I can say that, apart from the unusually challenging exams, I have thoroughly enjoyed calculus. I have found it to be a fascinating, mentally stimulating subject. The teacher's methods and examples, from quartz fish tanks for purple octopi (optimization problems) to value meals at mcdonalds (the mean value theorem among other ""value"" theorems), it was easy and fun to learn and hard to forget the major concepts in the class. I am very thankful that I took his calculus 1 class and am sad that I will not have him for calculus 2.",1,None that I can recall.,0,
16-17_FA,MA241,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,Great at explaining the subject,0,,0,
16-17_FA,MA241,5,3,4,2,3,3,4,4,4,3,4,5,5,5,5,4,0,,0,,0,
16-17_FA,MA241,5,3,2,1,3,4,3,4,2,4,4,5,5,5,5,4,1,Days assigned for practice,-1,Material is difficult to understand,0,
16-17_FA,MA241,5,3,4,3,4,5,5,5,5,5,4,5,5,5,5,4,0,,0,,0,
16-17_FA,MA241,5,4,4,3,4,4,4,4,,4,4,4,4,5,5,3,2,Good at explaining step-by-step process of how to complete complex problems.,-1,Speak a little bit slower.,0,
16-17_FA,MA241,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,"He was always enthusiastic about math, which is a hard trait to come by. He never failed to answer a question, especially the questions about other questions.",0,"When he gets really excited about a subject he tends to talk faster and write less neatly on the board, but catches himself and slows down.",3,Easily my favorite professor this semester.
16-17_FA,MA241,5,5,3,3,4,5,5,5,4,3,4,5,5,5,5,5,2,The class schedule was very easy to follow. The Thursday review was also very helpful.,0,I can't think of any.,0,
16-17_FA,MA241,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,0,,0,,0,
16-17_FA,MA241,5,4,4,3,4,5,4,3,4,4,4,5,5,5,5,4,0,,0,,0,
16-17_FA,MA241,5,5,3,3,4,5,5,5,3,5,5,5,5,5,5,5,0,,0,,0,
16-17_FA,MA241,5,3,5,3,4,5,4,5,3,5,5,5,5,5,5,5,2,The ability to explain a problem or term thoroughly.,0,,0,
16-17_FA,MA241,5,4,4,4,4,3,4,3,3,5,4,4,5,5,5,4,0,,-1,The tests seem unlike any of the homework assignments or classwork we do. They are so different stylistically that it came to an unfortunate surprise.,0,
16-17_FA,MA241,5,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,0,,0,,0,
16-17_FA,MA241,5,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,3,He was very down to earth and easily approachable. He seemed to always have time for questions and taught in a memorable way.,2,He is all around a great guy and teacher.,3,Stay awesome
16-17_FA,MA241,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,Professor Briggs was very intuitive in calculus. His understanding of the material along with his humorous personality really allowed me to learn the topics in class.,0,N/A,0,N/A
16-17_FA,MA241,5,4,5,3,4,5,5,5,,5,5,5,5,5,5,5,3,"Explained thoroughly for all concepts with proofs, theorems, and ideas for students to think deeply about.",1,None,3,Always encouraged students to think independently and ask questions. Most favored Professor.
16-17_FA,MA241,5,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,0,,0,,0,
16-17_FA,MA241,5,5,5,4,5,5,5,5,,5,5,5,5,5,5,5,3,This was my favorite class in my semester!,0,,0,
16-17_FA,MA241,5,3,3,4,3,4,4,4,4,4,4,4,3,4,4,4,2,His continuity on how to explain the main key points of the subject in a simplistic manner.,-1,His monotone voice.,0,No comment.
16-17_FA,MA241,5,3,3,3,3,5,3,5,2,5,5,5,5,5,5,3,2,"Explains topics in a very clear, unambiguous manner.",-1,"Skips steps on examples, making them difficult to follow at times. Would prefer that he be more thorough with explanations and examples to facilitate a higher understanding of concepts while simultaneously helping to solidify previously taught concepts being used in new examples.",0,"Extremely intelligent and obviously loves teaching, but would prefer to see more ""in depth"" explanations and take more time on each topic to ensure understanding. Presenting concepts more in ""layman's terms"" rather than only in highly technical terms would facilitate a higher understanding of all material."
16-17_FA,MA241,5,4,3,3,3,4,4,3,3,4,3,4,4,4,4,3,0,,0,,1,Good teacher
16-17_FA,MA241,5,3,3,2,3,5,5,5,3,3,3,5,5,5,5,4,0,,0,,0,
16-17_FA,MA241,5,5,3,3,4,5,4,5,,4,5,5,4,4,5,4,0,,0,,0,
16-17_FA,MA241,5,3,3,2,2,4,3,3,3,4,4,3,4,4,3,3,0,,0,,0,
16-17_FA,MA241,5,3,2,2,3,4,3,4,1,4,4,4,4,4,5,4,2,He had a good system of being able to prepare for the tests,-1,many times skips too many steps and leaves us behind and confused.,0,
16-17_FA,MA241,5,2,4,3,3,5,3,5,3,4,5,5,5,5,5,4,1,His office ours weren't just on the days I have class with him so there are many opportunities to o get help.,-1,"I wished that he would go a little slower. It's like the whole class period I'm catching up on what he just wrote that I don't get to understand what he's saying ""now"". Even when I go in during his office hours  I'm playing catchup and when I leave it feels like I only begun to understand a little of it.",2,He's a nice teacher who is willing to help his students understand what he's teaching weather it's a day or week later.
